address1,address2,bamm_approved,bamm_used_desc,cems_used,city,co2_captured,comments,county,county_fips,eggrt_facility_id,emission_classification_code,emitted_co2_supplied,facility_id,facility_name,facility_types,frs_id,latitude,longitude,naics_code,parent_company,process_stationary_cml,program_name,program_sys_id,reported_industry_types,reported_subparts,reporting_status,rr_monitoring_plan,rr_monitoring_plan_filename,rr_mrv_plan_url,state,state_name,submission_id,tribal_land_id,uu_rd_exempt,year,zip
1100 WHITE BLUFF ROAD,,,,Y,REDFIELD,,,Jefferson,05069,520244.0000000000,CU_OTHERS,,1001002,White Bluff,Direct Emitter,110000451788,34.423600000000000,-92.139200000000000,221112,ENTERGY CORP (57%); CITY WATER & LIGHT PLANT OF THE CITY OF JONESBORO (5%); ARKANSAS ELECTRIC COOPERATIVE CORP (35%); CONWAY CORP OF CONWAY AR (2%); CITY OF WEST MEMPHIS AR (1%),,Clean Air Markets Division Business Database,783,"C,D","C,D",,,,,AR,Arkansas,203445.0000000000,,,2019,72132
"Four Stamford Plaza, 107 Elm Street",,,,,Stamford,,,FAIRFIELD COUNTY,09001,547532.0000000000,DEFAULT,,1010427,Noble Americas Corp,Supplier,110054619882,41.052920000000000,-73.531810000000000,424710,Noble Americas Corp (100%),,Green House Gas e-GGRT,547532,"MM-IMP,MM-EXP",MM,,,,,CT,Connecticut,102430.0000000000,,,2014,06902
,,,,,ROCKDALE,,,Milam,48331,521810.0000000000,CU_OTHERS,,1000499,Sandow Station,Direct Emitter,110007197853,30.568100000000000,-97.061400000000000,221112,Luminant Generation Company LLc (100%),,Clean Air Markets Division Business Database,8182,"C,D","C,D",,,,,TX,Texas,61289.0000000000,,,2011,76567
73-4249 PUKIAWE ST.,,,,,KAILUA KONA,,,HAWAII COUNTY,15001,530158.0000000000,CU_ONLY,,1001557,HAWAII ELECTRIC LIGHT CO (HELCO) - KEAHOLE GENERATING STATION,Direct Emitter,110028014093,19.716000000000000,-156.033270000000000,221112,"Hawaii Electric Light Company, Inc. (100%)",,FRS,110008062274,C,C,,,,,HI,Hawaii,26032.0000000000,,,2011,96740
2000 N. ALAMEDA ST.,,,,,COMPTON,,,LOS ANGELES,06037,530222.0000000000,CU_ONLY,,1006861,DEMENNO KERDOON,Direct Emitter,110000474353,33.910116000000000,-118.221906000000000,324199,DeMenno Kerdoon (100%),,FRS,110000474353,C,C,,,,,CA,California,50317.0000000000,,,2012,90222
"15 E 5th St, Suite 3200",,,,,Tulsa,,,TULSA COUNTY,40143,543897.0000000000,DEFAULT,,1009686,Nadel and Gussman Ruston Arkla Basin No. 230,Onshore Oil & Gas Production,110045659140,36.151561000000000,-95.989756000000000,211111,"Nadel and Gussman, LLC (100%)",,Green House Gas e-GGRT,543897,W-ONSH,W,,,,,OK,Oklahoma,91064.0000000000,,,2013,74103
2555 WALTHAM WAY,,,,,MCCARRAN,,,STOREY COUNTY,32029,527411.0000000000,CU_ONLY,,1004748,WESTERN 102 POWER PLANT,Direct Emitter,110042262636,39.559040000000000,-119.510610000000000,221112,BARRICK GOLD CORP (100%),,FRS,110040592962,C,C,,,,,NV,Nevada,128301.0000000000,,,2016,89437
1201 EAST 55TH STREET,,,,,CLEVELAND,,,CUYAHOGA COUNTY,39035,527057.0000000000,DEFAULT,,1004703,Dominion Energy Ohio - The East Ohio Gas Co (Dist) (Ohio),"Supplier, LDC - Direct Emissions",110004647142,41.527120000000000,-81.652000000000000,221210,DOMINION RESOURCES INC (100%),,FRS,110004647142,"NN-LDC,W-LDC","NN,W",,,,,OH,Ohio,123137.0000000000,,,2014,44103
358 EMERSON MILL ROAD,,,,,HAMPDEN,,,PENOBSCOT COUNTY,23019,527935.0000000000,CU_OTHERS,,1005252,PINE TREE LANDFILL,Direct Emitter,110032749177,44.769686000000000,-68.869458000000000,562212,"CASELLA WASTE SYSTEMS, INC (100%)",,FRS,110032749177,"C,HH","C,HH",,,,,ME,Maine,91052.0000000000,,,2013,04444
6900 MAIN ST.,,,,,STRATFORD,,,FAIRFIELD COUNTY,09001,523806.0000000000,CU_ONLY,,1002437,SIKORSKY AIRCRAFT HEADQUARTERS,Direct Emitter,110000316970,41.248400000000000,-73.097650000000000,336411,LOCKHEED MARTIN CORP (100%),,FRS,110000316970,C,C,,,,,CT,Connecticut,131083.0000000000,,,2016,06615
"12377 Merit Dr., Suite 1700",,,,,Dallas,,,,,537762.0000000000,DEFAULT,,1008958,"EXCO Resources, Inc. - East Texas Basin #260",Onshore Oil & Gas Production,,32.915930000000000,-96.772490000000000,211130,EXCO RESOURCES INC (100%),,Green House Gas e-GGRT,537762,W-ONSH,W,,,,,TX,Texas,348640.0000000000,,,2022,75251
40 Sylvan Road,,,,,Waltham,,,MIDDLESEX COUNTY,25017,523408.0000000000,DEFAULT,,1007326,Colonial Gas Company,"Supplier, LDC - Direct Emissions",110071161187,42.400469000000000,-71.257723000000000,221210,NATIONAL GRID USA (100%),,Green House Gas e-GGRT,523408,"NN-LDC,W-LDC","NN,W",,,,,MA,Massachusetts,188906.0000000000,,,2016,02451
2100 PORTLAND ROAD,,,,Y,JOPPA,,,Massac,17127,519634.0000000000,DEFAULT,,1000340,Joppa Steam,Direct Emitter,110043786249,37.210300000000000,-88.860600000000000,221112,DYNEGY INC (80%); Vistra Corp (20%),,Clean Air Markets Division Business Database,172,"C,D","C,D",,,,,IL,Illinois,340350.0000000000,,,2022,62953
,,,,,KEAAU,,,HAWAII COUNTY,15001,530156.0000000000,CU_ONLY,,1001555,HAWAII ELECTRIC LIGHT CO (HELCO) - PUNA GENERATING STATION,Direct Emitter,110071161607,19.631600000000000,-155.031200000000000,221112,HAWAIIAN ELECTRIC INDUSTRIES INC (100%),,FRS,110000601377,C,C,,,,,HI,Hawaii,261032.0000000000,,,2020,96749
,,,,,GRANGER,,,SWEETWATER,56037,526830.0000000000,CU_OTHERS,,1004551,Blacks Fork Gas Plant,"Supplier, Direct Emitter",110000729196,41.554684000000000,-110.048865000000000,211112,QEP RESOURCES INC (100%),,FRS,110040923221,"C,NN-FRAC,W-PROC","C,NN,W",,,,,WY,Wyoming,92322.0000000000,,,2012,82934
176 WEST HIGHBANKS RD,,,,,DEBARY,,,Volusia,12127,520259.0000000000,CU_OTHERS,,1001014,DeBary Power Plant,Direct Emitter,110012446317,28.904700000000000,-81.331900000000000,221112,"Progress Energy, Inc. (100%)",,Clean Air Markets Division Business Database,798,"C,D","C,D",,,,,FL,Florida,45375.0000000000,,,2010,32713
363 Miller Rd,,,,,New Milford,,,SUSQUEHANNA,42115,554520.0000000000,DEFAULT,,1011168,MILLER Compressor Station,,110056986016,41.786664000000000,-75.741126000000000,213112,"WILLIAMS PARTNERS, LP (100%)",,Green House Gas e-GGRT,554520,,,STOPPED_REPORTING_VALID_REASON,,,,PA,Pennsylvania,,,,2018,18834
3606 COUNTY ROAD 116,,,,,RANGELY,,,RIO BLANCO COUNTY,08103,525254.0000000000,CU_OTHERS,,1003447,UGC - DRAGON TRAIL GAS PLANT - 08-103-00036,"Supplier, Direct Emitter",110000718019,39.859473000000000,-108.915996000000000,211112,Encana Oil & Gas (USA) Inc. (100%),,FRS,110000718019,"C,NN-FRAC,W-PROC","C,NN,W",,,,,CO,Colorado,122695.0000000000,,,2014,81648
579 Old Dug Road,,,,,Bee Branch,,,VAN BUREN,05141,525639.0000000000,DEFAULT,,1003931,North Yellowstone CPF-2,,110040489682,35.496872000000000,-92.362804000000000,213112,SOUTHWESTERN ENERGY CO (100%),,Green House Gas e-GGRT,525639,,,STOPPED_REPORTING_VALID_REASON,,,,AR,Arkansas,,,,2019,72013
2907 EAST ROY FURMAN HIGHWAY,,,,,MASONTOWN,,,Greene,42059,520083.0000000000,DEFAULT,,1000902,Hatfield's Ferry Power Station,,110017437148,39.856200000000000,-79.927400000000000,221112,"FirstEnergy Generation, LLC (50%);Allegheny Energy (50%);",,Clean Air Markets Division Business Database,622,,,STOPPED_REPORTING_VALID_REASON,,,,PA,Pennsylvania,,,,2018,15461
"1200 17th Street, Suite 2100",,,,,Denver,,,,,543822.0000000000,DEFAULT,,1009732,BKV Operating LLC,Onshore Oil & Gas Production,,29.757880000000000,-95.370130000000000,211111,CARRIZO OIL & GAS INC (100%),,Green House Gas e-GGRT,543822,W-ONSH,W,,,,,CO,Colorado,136992.0000000000,,,2016,80202
701 Cedar Lake Blvd,,,,,Oklahoma City,,,OKLAHOMA COUNTY,40109,537972.0000000000,DEFAULT,,1009263,220 Gulf Coast,Onshore Oil & Gas Production,110071162236,35.567190000000000,-97.498270000000000,211111,CHAPARRAL ENERGY INC (100%),,Green House Gas e-GGRT,537972,W-ONSH,W,,,,,OK,Oklahoma,137298.0000000000,,,2016,73114
8787 Wolf Hollow Court,,,,,Granbury,,,HOOD COUNTY,48221,569148.0000000000,CU_OTHERS,,1013006,Wolf Hollow II,Direct Emitter,110070055405,32.337930000000000,-97.736735000000000,221112,EXELON CORP (100%),,Clean Air Markets Division Business Database,,"C,D","C,D",,,,,TX,Texas,314150.0000000000,,,2021,76048
271 Val-Pro Rd.,,,,,Ward,,,SALUDA COUNTY,45081,523786.0000000000,CU_ONLY,,1002635,"Valley Proteins, Inc. - Ward",Direct Emitter,110000352369,33.858960000000000,-81.708320000000000,311613,VALLEY PROTEINS INC (100%),,FRS,110000352369,C,C,,,,,SC,South Carolina,104566.0000000000,,,2014,29166
15500 Missouri Ave,,,,,Nampa,,,CANYON COUNTY,16027,530628.0000000000,DEFAULT,,1000783,Pickles Butte Sanitary Landfill,Direct Emitter,110005792482,43.492900000000000,-116.704500000000000,562212,CANYON COUNTY (100%),,Green House Gas e-GGRT,530628,HH,HH,,,,,ID,Idaho,133230.0000000000,,,2016,83686
5320 Legacy Drive,,,,,Plano,,,COLLIN COUNTY,48085,537689.0000000000,DEFAULT,,1008943,Denbury Onshore LLC 230 Arkla,,110055512333,33.075670000000000,-96.805940000000000,211120,DENBURY RESOURCES INC (100%),,Green House Gas e-GGRT,537689,,,STOPPED_REPORTING_VALID_REASON,,,,TX,Texas,,,,2019,75024
5400 LBJ Freeway,,,,,Dallas,,,EDDY COUNTY,35015,581461.0000000000,DEFAULT,,1014376,Longwood RB Pipeline - Permian,Onshore Gathering & Boosting,110071232180,32.043601000000000,-103.759299000000000,213112,SAN MATEO MIDSTREAM LLC (100%),,Green House Gas e-GGRT,581461,W-GB,W,,,,,TX,Texas,362428.0000000000,,,2023,75240
2065 EAST MAIN STREET,,,,,SANTA MARIA,,,SANTA BARBARA COUNTY,06083,527557.0000000000,CU_OTHERS,,1004882,SANTA MARIA REGIONAL LANDFILL,Direct Emitter,110013168366,34.952597000000000,-120.384126000000000,562212,CITY OF SANTA MARIA (100%),,FRS,110012694110,"C,HH","C,HH",,,,,CA,California,310701.0000000000,,,2021,93454
BRAYTON POINT ROAD,,,,,SOMERSET,,,Bristol,25005,519799.0000000000,CU_OTHERS,,1007239,Brayton Point,Direct Emitter,110028092597,41.712500000000000,-71.191400000000000,221112,DOMINION RESOURCES INC (100%),,Clean Air Markets Division Business Database,337,"C,D","C,D",,,,,MA,Massachusetts,48930.0000000000,,,2011,02726
6800 South Marginal Road,,,,,CLEVELAND,,,Cuyahoga,39035,520005.0000000000,DEFAULT,,1000844,Lake Shore,,110000386500,41.535600000000000,-81.641900000000000,221112,FIRSTENERGY GENERATION CORP (100%),,Clean Air Markets Division Business Database,543,,,STOPPED_REPORTING_VALID_REASON,,,,OH,Ohio,,,,2022,44103
,,,,,Ault,,,WELD COUNTY,08123,577783.0000000000,DEFAULT,,1013979,REP Processing - Severance Compressor Station,Onshore Gathering & Boosting,110070931011,40.591740000000000,-104.805250000000000,486210,RIMROCK ENERGY PARTNERS LLC (100%),,Green House Gas e-GGRT,577783,W-GB,W,,,,,CO,Colorado,317704.0000000000,,,2021,80610
9000 FM 802,,,,,Brownsville,,,CAMERON COUNTY,48061,527559.0000000000,DEFAULT,,1004884,Brownsville Municipal Landfill,Direct Emitter,110043813969,25.938869000000000,-97.395248000000000,562212,CITY OF BROWNSVILLE (100%),,Green House Gas e-GGRT,527559,HH,HH,,,,,TX,Texas,134302.0000000000,,,2016,78521
540 United Gas Rd.,,,,,Ringgold,,,BIENVILLE PARISH,22013,538824.0000000000,CU_OTHERS,,1009431,Gulf South Pipeline - Bistineau Station,Direct Emitter,110001370908,32.379339000000000,-93.358517000000000,486210,LOEWS CORP (100%),,Green House Gas e-GGRT,538824,"C,W-UNSTG","C,W",,,,,LA,Louisiana,113824.0000000000,,,2015,71068
3861 S. 9th Street,,,,,Salina,,,SALINE COUNTY,20169,547818.0000000000,CU_OTHERS,,1010530,Signify North America Corporation,Direct Emitter,110055521056,38.765330000000000,-97.613070000000000,335110,Philips Electronics North America Corporation (100%),,Green House Gas e-GGRT,,"C,N","C,N",,,,,KS,Kansas,97604.0000000000,,,2014,67401
100 North 10th Street,,,,,Harrisburg,,,DAUPHIN COUNTY,42043,527748.0000000000,CU_ONLY,,1005167,Energy Center Harrisburg LLC,Direct Emitter,110043787961,40.265820000000000,-76.876430000000000,221112,"NRG Energy, Inc (100%)",,Green House Gas e-GGRT,527748,C,C,,,,,PA,Pennsylvania,69241.0000000000,,,2012,17101
ONE GUSTAVE L LEVY PLACE,,,,,NEW YORK CITY,,,NEW YORK COUNTY,36061,529881.0000000000,CU_ONLY,,1006489,MOUNT SINAI HOSPITAL,Direct Emitter,110000807850,40.789210000000000,-73.954820000000000,622110,THE MOUNT SINAI MEDICAL CENTER (100%),,FRS,110000807850,C,C,,,,,NY,New York,164106.0000000000,,,2017,10029
4435 VICTORY BOULEVARD,,,,,STATEN ISLAND,,,RICHMOND COUNTY,36085,528896.0000000000,CU_ONLY,,1004626,"PRATT PAPER (NY), INC.",Direct Emitter,110001600786,40.586290000000000,-74.200610000000000,322130,PRATT INDUSTRIES INC (100%),,FRS,110001600786,C,C,,,,,NY,New York,364408.0000000000,,,2023,10314
3900 HARRISBURG BLVD.,,,,,HOUSTON,,,HARRIS COUNTY,48201,525664.0000000000,CU_ONLY,,1003772,"ATLANTIC COFFEE INDUSTRIAL SOLUTIONS, LLC",Direct Emitter,110000460670,29.745800000000000,-95.337500000000000,311920,ECOM ATLANTIC INC (100%),,FRS,110000460670,C,C,,,,,TX,Texas,142877.0000000000,,,2016,77003
55 LAKE AVE NORTH,,,,,WORCESTER,,,WORCESTER COUNTY,25027,528064.0000000000,CU_ONLY,,1006902,UMASS MEDICAL SCHOOL,Direct Emitter,110043812023,42.278630000000000,-71.759025000000000,611310,COMMONWEALTH OF MASSACHUSETTS (100%),,FRS,110013306653,C,C,,,,,MA,Massachusetts,166352.0000000000,,,2017,01655
,,,,,Pampa,,,GRAY COUNTY,48179,524188.0000000000,DEFAULT,,1002705,City of Pampa Landfill,Direct Emitter,110071161221,35.575000000000000,-100.933300000000000,562212,CITY OF PAMPA TEXAS (100%),,Green House Gas e-GGRT,524188,HH,HH,,,,,TX,Texas,362257.0000000000,,,2023,79065
"375 North Shore Drive, Suite 600",,,,,Pittsburgh,,,ALLEGHENY COUNTY,42003,534398.0000000000,DEFAULT,,1006396,Equitable Gas Company (PA) dba Peoples,,110043970637,40.482805100000000,-80.036725900000000,221210,EQT CORP (100%);,,Green House Gas e-GGRT,534398,,,STOPPED_REPORTING_VALID_REASON,,,,PA,Pennsylvania,,,,2015,15212
N11896 Hwy. 175,,,,,Lomira,,,DODGE,55027,527153.0000000000,CU_ONLY,,1005009,"Quad/Graphics, Inc. - Lomira Facility",Direct Emitter,110000416425,43.626400000000000,-88.444600000000000,323111,"Quad/Graphics, Inc. (100%)",,Green House Gas e-GGRT,527153,C,C,,,,,WI,Wisconsin,17542.0000000000,,,2010,53048
11537 ROUTE 19A,,,,,Portageville,,,Allegany,36003,520565.0000000000,CU_OTHERS,,1001217,Allegany Generating Station,Direct Emitter,110001599789,42.508300000000000,-78.066100000000000,221112,Alliance Energy Group (100%),,Clean Air Markets Division Business Database,1108,"C,D","C,D",,,,,NY,New York,113416.0000000000,,,2015,14536
1200 ARCY LANE,,,,,PITTSBURG,,,Contra Costa,06013,520643.0000000000,DEFAULT,,1001263,"Delta Energy Center, LLC",Direct Emitter,110002936538,38.016700000000000,-121.843900000000000,221112,CALPINE CORP (100%),,Clean Air Markets Division Business Database,1186,D,D,,,,,CA,California,42601.0000000000,,,2012,94565
539 S Main St,,,,,Findlay,,,,,547977.0000000000,DEFAULT,,1010539,Marathon Petroleum Company LP,Supplier,,41.046230700000000,-83.656121500000000,324110,MARATHON PETROLEUM CORP (100%),,Green House Gas e-GGRT,547977,"MM-EXP,MM-IMP",MM,,,,,OH,Ohio,359646.0000000000,,,2023,45840
770 Rosebud Hwy,,,,,Amistad,,,UNION COUNTY,35059,523835.0000000000,DEFAULT,,1002686,Bravo Dome,Supplier,110043804773,35.918464000000000,-103.220183000000000,211111,"OCCIDENTAL PETROLEUM CORP (77%); XTO ENERGY, INC (2%); Kinder Morgan (11%); HESS CORP (10%)",,Green House Gas e-GGRT,523835,PP,PP,,,,,NM,New Mexico,98147.0000000000,,,2014,88410
N10185 370TH ST,,,,,BOYCEVILLE,,,DUNN COUNTY,55033,528002.0000000000,CU_ONLY,,1006022,"Big River Resources Boyceville, LLC","Supplier, Direct Emitter",110031001467,45.050596000000000,-91.980063000000000,325193,BIG RIVER RESOURCES LLC (100%),,FRS,110031001467,"C,II,PP","C,II,PP",,,,,WI,Wisconsin,132951.0000000000,,,2016,54725
40 Woodruff Hill Road,,,,,Oxford,,,NEW HAVEN COUNTY,09009,538203.0000000000,CU_OTHERS,,1008158,Oxford Station,Direct Emitter,110070498930,41.485885000000000,-73.120501000000000,486210,Enbridge (US) Inc (100%),,Green House Gas e-GGRT,538203,"C,W-NGTC","C,W",,,,,CT,Connecticut,345444.0000000000,,,2022,06478
DUKE POWER RD #1002,,,,,CLIFFSIDE,,,Cleveland,37045,519989.0000000000,CU_OTHERS,,1000832,Cliffside,Direct Emitter,110006424404,35.220000000000000,-81.759400000000000,221112,DUKE ENERGY CORP (100%),,Clean Air Markets Division Business Database,527,"C,D","C,D",,,,,NC,North Carolina,45911.0000000000,,,2011,28024
5300 GERBER ROAD,,,,,FORT SMITH,,,SEBASTIAN COUNTY,05131,526840.0000000000,DEFAULT,,1004609,SAINT GOBAIN PROPPANTS (FS),,110001710630,35.431694000000000,-94.375111000000000,327992,SAINT-GOBAIN CORP (100%),,FRS,110001710630,,,STOPPED_REPORTING_VALID_REASON,,,,AR,Arkansas,,,,2023,72904
1005 S VAL VISTA DRIVE,,,,,GILBERT,,,Maricopa,04013,521351.0000000000,CU_OTHERS,,1000250,Santan,Direct Emitter,110001697049,33.333300000000000,-111.751000000000000,221112,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT (100%),,Clean Air Markets Division Business Database,7549,"C,D","C,D",,,,,AZ,Arizona,312604.0000000000,,,2021,85296
401 State Ave,,,,,Warroad,,,ROSEAU COUNTY,27135,562997.0000000000,DEFAULT,,1012125,Marvin Windows and Doors,,110070126717,48.904184000000000,-95.320096000000000,321911,,,Green House Gas e-GGRT,562997,,,STOPPED_REPORTING_VALID_REASON,,,,MN,Minnesota,,,,2022,56763
3450 S SPICELAND RD,,,,,NEW CASTLE,,,HENRY COUNTY,18065,525687.0000000000,CU_OTHERS,,1003893,HAYES LANDFILL,Direct Emitter,110012139792,39.881819000000000,-85.409240000000000,562212,HAYES LANDFILL INC (100%),,FRS,110012139792,"C,HH","C,HH",,,,,IN,Indiana,262201.0000000000,,,2020,47362
,,,,,Offshore,,,,,544177.0000000000,CU_OTHERS,,1009871,"W&T Energy VI, LLC - VK 823 A (Virgo)",Direct Emitter,110055518168,29.181922180000000,-88.167774376000000,211111,"W&T ENERGY VI, LLC (100%)",,Green House Gas e-GGRT,544177,"C,W-OFFSH","C,W",,,,,LA,Louisiana,34224.0000000000,,,2011,00000
2601 320TH ST,,,,,JEWELL,,,HAMILTON COUNTY,19079,528386.0000000000,CU_ONLY,,1003498,POET BIOREFINING,Direct Emitter,110031001305,42.328900000000000,-93.662600000000000,325193,"Horizon Ethanol, LLC dba POET Biorefining - Jewell (100%)",,FRS,110031001305,C,C,,,,,IA,Iowa,54899.0000000000,,,2012,50130
144 ROSECRANS ST,,,,,WAUSAU,,,MARATHON COUNTY,55073,528150.0000000000,CU_ONLY,,1007698,3M CO - WAUSAU DOWNTOWN,Direct Emitter,110000421776,44.950180000000000,-89.637660000000000,212313,3M CO (100%),,FRS,110000421776,C,C,,,,,WI,Wisconsin,82207.0000000000,,,2013,54401
N10185 370TH ST,,,,,BOYCEVILLE,,,DUNN COUNTY,55033,528002.0000000000,CU_ONLY,,1006022,"Big River Resources Boyceville, LLC","Supplier, Direct Emitter",110031001467,45.050596000000000,-91.980063000000000,325193,BIG RIVER RESOURCES LLC (100%),,FRS,110031001467,"C,PP","C,PP",,,,,WI,Wisconsin,263605.0000000000,,,2020,54725
550 Diaz Avenue,,,,,Oxnard,,,VENTURA COUNTY,06111,528429.0000000000,CU_ONLY,,1005565,EF Oxnard LLC,Direct Emitter,110000514587,34.196770000000000,-119.168423000000000,115114,ATLANTIC POWER CORP (100%),,Green House Gas e-GGRT,528429,C,C,,,,,CA,California,182935.0000000000,,,2018,93030
8450 KAPPA LANE,,,,,MINDEN,,,KEARNEY COUNTY,31099,522220.0000000000,CU_ONLY,,1001677,KAAPA ETHANOL LLC,Direct Emitter,110017358811,40.483430000000000,-99.073300000000000,325193,"KAAPA ETHANOL, LLC (100%)",,FRS,110017358811,"C,II","C,II",,,,,NE,Nebraska,102654.0000000000,,,2014,68959
1 Knauf Drive,,,,,SHELBYVILLE,,,SHELBY COUNTY,18145,523787.0000000000,CU_OTHERS,,1002636,KNAUF Insulation GMBH,Direct Emitter,110043786365,39.534287000000000,-85.771835000000000,327993,KNAUF INSULATION (100%),,FRS,110000396704,"C,N","C,N",,,,,IN,Indiana,268962.0000000000,,,2020,46176
1960 W NORTHSIDE DRIVE,,,,,JACKSON,,,Hinds,28049,519863.0000000000,DEFAULT,,1000702,Rex Brown,,110070081767,32.356400000000000,-90.212500000000000,221112,ENTERGY CORP (100%),,Clean Air Markets Division Business Database,401,,,STOPPED_REPORTING_VALID_REASON,,,,MS,Mississippi,,,,2020,39213
108 NATIONAL ST,,,,,MILFORD,,,Worcester,25027,520682.0000000000,CU_OTHERS,,1006775,"Milford Power, LLC",Direct Emitter,110001944353,42.129200000000000,-71.512200000000000,221112,JERA ENERGY AMERICA LLC (50%); STARWOOD CAPITAL GROUP LLC (50%),,Clean Air Markets Division Business Database,1225,"C,D","C,D",,,,,MA,Massachusetts,261818.0000000000,,,2020,01757
463 POWERHOUSE ROAD,,,,,MONCKS CORNER,,,Berkeley,45015,520100.0000000000,DEFAULT,,1000914,Jefferies,Direct Emitter,110002232281,33.242200000000000,-79.987500000000000,221112,Santee Cooper (100%),,Clean Air Markets Division Business Database,639,D,D,,,,,SC,South Carolina,48439.0000000000,,,2011,29461
5700 EAST HIGHWAY 20/26,,,,,CASPER,,,NATRONA COUNTY,56025,525489.0000000000,CU_OTHERS,,1007218,SINCLAIR CASPER REFINING COMPANY,"Supplier, Direct Emitter",110011942719,42.860500000000000,-106.242500000000000,324110,THE SINCLAIR COS (100%),,FRS,110032905015,"C,MM-REF,Y","C,MM,Y",,,,,WY,Wyoming,229157.0000000000,,,2019,82609
1111 Bagby St. Sky Lobby 2,,,,,Houston,,,HARRIS COUNTY,48201,537888.0000000000,DEFAULT,,1008351,"EOG Resources, Inc. 430 Permian basin",Onshore Oil & Gas Production,110034207481,29.758940000000000,-95.370960000000000,211111,"EOG Resources, Inc. (100%)",,Green House Gas e-GGRT,537888,W-ONSH,W,,,,,TX,Texas,96443.0000000000,,,2012,77002
4611 State Route 270,,,,,West Clay,,,WEBSTER COUNTY,21233,544237.0000000000,DEFAULT,,1010056,"Webster County Coal, LLC",Direct Emitter,110071159411,37.476712000000000,-87.820016000000000,212112,ALLIANCE COAL LLC (100%),,Green House Gas e-GGRT,544237,FF,FF,,,,,KY,Kentucky,169758.0000000000,,,2017,42401
17801 Highway 491,,,,,Cortez,,,MONTEZUMA COUNTY,08083,523566.0000000000,DEFAULT,,1002518,Cortez CO2 Production Area,Supplier,110071159748,37.465970000000000,-108.655720000000000,221210,KINDER MORGAN INC (100%),,Green House Gas e-GGRT,523566,PP,PP,,,,,CO,Colorado,187583.0000000000,,,2018,81321
5851 Legacy Circle,,,,,Plano,,,COLLIN,48085,537124.0000000000,DEFAULT,,1006404,Encana Oil & Gas - Fort Worth Syncline,,110055511003,33.078050000000000,-96.822290000000000,211111,ENCANA OIL & GAS (USA) INC (100%);,,Green House Gas e-GGRT,537124,,,STOPPED_REPORTING_VALID_REASON,,,,TX,Texas,,,,2017,75024
"18615 Tuscany Stone, STE 300",,,,,San Antonio,,,BEXAR COUNTY,48029,558077.0000000000,DEFAULT,,1011534,BBOG Gulf Coast Basin #220,Onshore Oil & Gas Production,110063697236,29.611820000000000,-98.490290000000000,211111,"BlackBrush O & G, LLC (100%)",,Green House Gas e-GGRT,558077,W-ONSH,W,,,,,TX,Texas,109537.0000000000,,,2014,78258
18950 W AMERICAN AVENUE,,,,,KERMAN,,,FRESNO COUNTY,06019,527072.0000000000,DEFAULT,,1004417,AMERICAN AVENUE LANDFILL,Direct Emitter,110013667488,36.665900000000000,-120.138200000000000,562212,County of Fresno (100%),,FRS,110013667488,"C,HH","C,HH",,,,,CA,California,136004.0000000000,,,2016,93630
324 W El Segundo Blvd,,,,,El Segundo,,,LOS ANGELES COUNTY,06037,547898.0000000000,DEFAULT,,1010533,Chevron MM El Segundo,Supplier,110002899908,33.908200000000000,-118.408500000000000,324110,CHEVRON CORP (100%),,Green House Gas e-GGRT,547898,MM-REF,MM,,,,,CA,California,206280.0000000000,,,2019,90245
48267 VAL-E ROAD,,,,,ORD,,,VALLEY COUNTY,31175,522865.0000000000,CU_ONLY,,1005812,GREEN PLAINS ORD LLC,Direct Emitter,110029535242,41.567690000000000,-98.815580000000000,325193,Green Plains Renewable Energy (100%),,FRS,110029535242,C (Abbr),C (Abbr),,,,,NE,Nebraska,5571.0000000000,,,2010,68862
3477 FM 942 W,,,,,LEGGETT,,,POLK,48373,524506.0000000000,DEFAULT,,1000215,POLK COUNTY LANDFILL,Direct Emitter,110030747645,30.832680000000000,-94.923690000000000,562212,"Polk County, TX (100%)",,FRS,110030747645,HH,HH,,,,,TX,Texas,62553.0000000000,,,2011,77350
,,,,,Gillette,,,JOHNSON COUNTY,56019,522426.0000000000,DEFAULT,,1001797,Whiskey Draw-Jack Daniels Compressor Station,,110043795569,44.094066331387700,-106.229719317401000,211111,POWDER RIVER MIDSTREAM LLC (100%),,Green House Gas e-GGRT,522426,,,STOPPED_REPORTING_VALID_REASON,,,,WY,Wyoming,,,,2017,82716
4666 FARIES PARKWAY,,,,,DECATUR,,,Macon,17115,521424.0000000000,CU_ONLY,,1005661,Archer Daniels Midland Co.,"Supplier, Direct Emitter, CO2 Injection",110050297936,39.867500000000000,-88.885000000000000,311221,ARCHER DANIELS MIDLAND CO (100%),,Clean Air Markets Division Business Database,7653,"C,II,PP,UU","C,II,PP,UU",,,,,IL,Illinois,99965.0000000000,,Y,2014,62521
One Vectren Square,,,,,Evansville,,,VANDERBURGH,18163,526064.0000000000,DEFAULT,,1004210,Indiana Gas Company,Supplier,110043791830,38.005965000000000,-87.549475000000000,221210,Vectren (100%),,Green House Gas e-GGRT,526064,NN-LDC,NN,,,,,IN,Indiana,8023.0000000000,,,2010,47708
